,SalesOrderID,NumDetails
709,46980,37
710,46981,65
711,46983,9
712,46984,16
713,46985,15
714,46986,8
715,46987,56
716,46988,59
717,46991,17
718,46992,50
719,46993,54
720,46994,35
721,46995,11
722,46996,40
723,46997,28
724,47000,10
725,47001,39
726,47002,11
727,47003,19
728,47004,51
729,47006,36
730,47007,4
731,47008,50
732,47009,48
733,47011,16
734,47012,43
735,47013,17
736,47015,21
737,47016,8
738,47018,57
739,47019,6
740,47021,10
741,47024,31
742,47025,16
743,47026,22
744,47027,58
745,47028,39
746,47031,37
747,47032,14
748,47033,58
749,47034,39
750,47035,3
751,47037,50
752,47039,22
753,47040,21
754,47041,53
755,47042,53
756,47045,44
757,47046,4
758,47047,11
759,47049,33
760,47050,8
761,47052,41
762,47053,20
763,47054,36
764,47055,43
765,47056,58
766,47057,20
767,47058,3
768,47060,3
769,47061,25
770,47062,13
771,47065,42
772,47066,40
773,47067,26
774,47350,7
775,47351,22
776,47352,35
777,47353,24
778,47354,51
779,47355,68
780,47357,18
781,47358,4
782,47359,51
783,47360,3
784,47362,13
785,47365,57
786,47366,60
787,47367,18
788,47368,20
789,47369,65
790,47372,18
791,47373,4
792,47374,22
793,47377,40
794,47378,35
795,47380,36
796,47383,14
797,47384,49
798,47385,4
799,47386,8
800,47387,31
801,47389,4
802,47391,34
803,47394,37
804,47395,66
805,47396,13
806,47397,21
807,47398,53
808,47399,19
809,47400,57
810,47402,11
811,47403,53
812,47404,5
813,47406,3
814,47409,42
815,47410,20
816,47411,24
817,47413,31
818,47415,13
819,47416,53
820,47417,29
821,47419,11
822,47421,8
823,47422,57
824,47423,7
825,47424,13
826,47425,11
827,47427,23
828,47428,4
829,47429,5
830,47431,3
831,47432,12
832,47434,36
833,47435,52
834,47436,14
835,47438,31
836,47439,54
837,47440,16
838,47441,37
839,47443,18
840,47444,16
841,47445,7
842,47447,56
843,47448,3
844,47449,11
845,47450,56
846,47451,36
847,47452,18
848,47454,37
849,47455,46
850,47456,32
851,47457,11
852,47458,33
853,47658,33
854,47659,9
855,47662,46
856,47663,38
857,47664,20
858,47666,35
859,47667,5
860,47668,49
861,47669,8
862,47670,57
863,47673,21
864,47674,6
865,47675,41
866,47676,19
867,47677,48
868,47678,8
869,47679,5
870,47680,31
871,47681,33
872,47683,32
873,47684,8
874,47685,36
875,47687,47
876,47689,3
877,47690,10
878,47692,9
879,47693,33
880,47694,30
881,47696,27
882,47698,34
883,47699,7
884,47700,37
885,47701,10
886,47702,4
887,47703,11
888,47705,28
889,47706,23
890,47708,49
891,47709,7
892,47712,35
893,47714,11
894,47715,10
895,47716,55
896,47718,51
897,47719,8
898,47720,48
899,47721,53
900,47724,47
901,47725,48
902,47726,35
903,47730,22
904,47960,8
905,47962,24
906,47963,4
907,47964,5
908,47965,33
909,47966,10
910,47967,24
911,47968,3
912,47969,5
913,47970,26
914,47971,5
915,47972,7
916,47973,46
917,47975,46
918,47976,20
919,47977,3
920,47978,13
921,47979,9
922,47980,33
923,47981,4
924,47984,9
925,47986,51
926,47987,3
927,47988,51
928,47989,11
929,47990,46
930,47991,22
931,47992,47
932,47993,9
933,47994,33
934,47995,11
935,47996,28
936,47997,7
937,47998,7
938,47999,30
939,48001,48
940,48002,5
941,48003,3
942,48004,30
943,48005,56
944,48006,6
945,48008,6
946,48009,8
947,48010,48
948,48011,3
949,48012,52
950,48013,6
951,48015,9
952,48016,39
953,48017,47
954,48018,33
955,48020,8
956,48021,26
957,48022,4
958,48023,20
959,48025,4
960,48026,33
961,48027,3
962,48028,42
963,48030,7
964,48031,36
965,48032,6
966,48033,45
967,48034,8
968,48035,39
969,48036,42
970,48037,12
971,48038,10
972,48039,3
973,48040,3
974,48041,9
975,48042,7
976,48043,46
977,48045,4
978,48046,4
979,48048,51
980,48049,35
981,48050,24
982,48051,24
983,48052,27
984,48053,27
985,48054,3
986,48055,3
987,48056,31
988,48057,50
989,48059,45
990,48062,10
991,48063,47
992,48065,45
993,48066,22
994,48068,7
995,48069,40
996,48071,27
997,48072,5
998,48073,6
999,48075,14
1000,48076,34
1001,48077,40
1002,48079,28
1003,48080,46
1004,48083,10
1005,48084,11
1006,48087,31
1007,48088,4
1008,48089,40
1009,48090,12
1010,48092,3
1011,48286,3
1012,48289,3
1013,48290,9
1014,48292,28
1015,48293,21
1016,48295,56
1017,48296,37
1018,48297,8
1019,48299,43
1020,48304,6
1021,48306,49
1022,48307,52
1023,48308,7
1024,48310,24
1025,48311,56
1026,48313,11
1027,48314,7
1028,48317,33
1029,48318,32
1030,48320,4
1031,48321,29
1032,48323,4
1033,48324,3
1034,48325,41
1035,48326,3
1036,48327,7
1037,48328,22
1038,48331,4
1039,48332,25
1040,48333,30
1041,48336,56
1042,48337,6
1043,48338,12
1044,48339,46
1045,48340,19
1046,48341,48
1047,48343,3
1048,48345,6
1049,48347,46
1050,48348,8
1051,48349,40
1052,48350,20
1053,48351,27
1054,48352,3
1055,48356,23
1056,48357,3
1057,48359,47
1058,48360,7
1059,48361,8
1060,48363,49
1061,48364,7
1062,48365,7
1063,48366,4
1064,48367,5
1065,48369,10
1066,48370,21
1067,48371,8
1068,48373,32
1069,48374,9
1070,48375,45
1071,48378,46
1072,48379,8
1073,48380,27
1074,48381,9
1075,48383,4
1076,48384,30
1077,48385,6
1078,48386,41
1079,48387,6
1080,48389,30
1081,48390,10
1082,48391,4
1083,48392,50
1084,48393,38
1085,48395,34
1086,48396,27
1087,48397,26
1088,48398,3
1089,48399,5
1090,48730,22
1091,48731,5
1092,48732,3
1093,48733,3
1094,48734,22
1095,48735,26
1096,48737,3
1097,48738,4
1098,48739,14
1099,48740,25
1100,48741,21
1101,48744,15
1102,48745,23
1103,48746,20
1104,48747,5
1105,48748,4
1106,48749,4
1107,48750,44
1108,48751,27
1109,48753,13
1110,48754,41
1111,48755,18
1112,48757,20
1113,48758,40
1114,48760,19
1115,48761,36
1116,48762,4
1117,48763,17
1118,48764,28
1119,48765,4
1120,48766,40
1121,48767,13
1122,48768,13
1123,48769,36
1124,48770,23
1125,48771,39
1126,48772,6
1127,48773,5
1128,48774,5
1129,48775,30
1130,48776,21
1131,48777,4
1132,48778,42
1133,48779,4
1134,48780,29
1135,48785,5
1136,48786,43
1137,48787,5
1138,48788,32
1139,48789,6
1140,48790,3
1141,48791,33
1142,49039,5
1143,49040,20
1144,49041,3
1145,49042,3
1146,49044,3
1147,49045,5
1148,49046,3
1149,49048,4
1150,49052,31
1151,49053,43
1152,49054,4
1153,49058,41
1154,49060,4
1155,49061,21
1156,49062,33
1157,49064,4
1158,49065,23
1159,49066,32
1160,49068,6
1161,49069,22
1162,49070,15
1163,49072,7
1164,49073,4
1165,49074,14
1166,49076,29
1167,49078,18
1168,49080,3
1169,49084,10
1170,49085,26
1171,49086,23
1172,49088,6
1173,49089,3
1174,49090,25
1175,49091,24
1176,49092,37
1177,49093,19
1178,49094,27
1179,49095,16
1180,49096,4
1181,49097,4
1182,49099,28
1183,49100,20
1184,49101,36
1185,49103,15
1186,49104,27
1187,49105,21
1188,49106,8
1189,49108,3
1190,49109,5
1191,49111,6
1192,49112,5
1193,49113,38
1194,49114,13
1195,49115,19
1196,49116,23
1197,49117,23
1198,49118,44
1199,49119,6
1200,49121,4
1201,49122,6
1202,49123,27
1203,49124,16
1204,49125,24
1205,49126,6
1206,49127,34
1207,49129,42
1208,49130,3
1209,49132,22
1210,49133,6
1211,49134,4
1212,49136,32
1213,49137,4
1214,49138,17
1215,49139,20
1216,49140,35
1217,49145,5
1218,49146,10
1219,49147,31
1220,49149,40
1221,49151,24
1222,49152,24
1223,49153,3
1224,49156,7
1225,49157,20
1226,49158,24
1227,49159,15
1228,49160,33
1229,49161,24
1230,49163,5
1231,49164,5
1232,49165,5
1233,49166,21
1234,49167,24
1235,49169,21
1236,49170,8
1237,49444,6
1238,49445,3
1239,49446,6
1240,49450,15
1241,49451,3
1242,49454,3
1243,49456,3
1244,49460,3
1245,49461,3
1246,49464,41
1247,49465,31
1248,49466,3
1249,49467,15
1250,49468,15
1251,49470,3
1252,49472,14
1253,49473,28
1254,49476,11
1255,49477,6
1256,49479,44
1257,49480,25
1258,49481,38
1259,49482,5
1260,49483,12
1261,49484,38
1262,49485,33
1263,49486,5
1264,49487,4
1265,49488,23
1266,49489,6
1267,49490,41
1268,49492,14
1269,49493,4
1270,49494,18
1271,49495,18
1272,49496,29
1273,49497,6
1274,49498,43
1275,49499,15
1276,49501,43
1277,49502,25
1278,49503,11
1279,49504,15
1280,49506,3
1281,49507,16
1282,49509,30
1283,49510,29
1284,49511,4
1285,49512,17
1286,49513,13
1287,49515,24
1288,49517,3
1289,49518,40
1290,49520,4
1291,49521,29
1292,49522,3
1293,49523,34
1294,49524,5
1295,49526,3
1296,49527,13
1297,49528,5
1298,49529,3
1299,49531,4
1300,49532,18
1301,49533,36
1302,49534,5
1303,49538,33
1304,49539,5
1305,49540,24
1306,49541,27
1307,49545,3
1308,49548,6
1309,49821,35
1310,49822,36
1311,49823,8
1312,49825,25
1313,49826,39
1314,49827,48
1315,49828,58
1316,49829,4
1317,49830,3
1318,49831,47
1319,49832,24
1320,49833,39
1321,49834,8
1322,49836,40
1323,49837,35
1324,49838,8
1325,49839,12
1326,49840,3
1327,49841,46
1328,49843,41
1329,49844,34
1330,49848,27
1331,49849,36
1332,49850,9
1333,49851,36
1334,49852,6
1335,49853,4
1336,49855,46
1337,49856,37
1338,49859,5
1339,49860,24
1340,49861,4
1341,49862,7
1342,49864,40
1343,49865,49
1344,49868,7
1345,49869,35
1346,49870,52
1347,49871,7
1348,49876,32
1349,49877,22
1350,49878,10
1351,49879,49
1352,49880,3
1353,49884,40
1354,49885,10
1355,49887,7
1356,49888,52
1357,49889,8
1358,49890,45
1359,49891,54
1360,49893,41
1361,49894,22
1362,50189,23
1363,50190,4
1364,50191,34
1365,50192,12
1366,50193,4
1367,50195,24
1368,50199,12
1369,50200,10
1370,50201,3
1371,50202,3
1372,50203,36
1373,50204,53
1374,50205,12
1375,50206,48
1376,50208,46
1377,50209,43
1378,50210,27
1379,50211,11
1380,50212,9
1381,50213,21
1382,50214,32
1383,50215,5
1384,50216,6
1385,50217,23
1386,50218,42
1387,50219,3
1388,50220,7
1389,50221,32
1390,50222,56
1391,50223,6
1392,50224,8
1393,50225,48
1394,50226,55
1395,50228,22
1396,50230,11
1397,50231,34
1398,50232,20
1399,50233,4
1400,50234,4
1401,50235,30
1402,50236,36
1403,50237,40
1404,50239,5
1405,50242,48
1406,50243,11
1407,50244,39
1408,50245,45
1409,50246,15
1410,50248,3
1411,50249,12
1412,50250,7
1413,50252,46
1414,50253,10
1415,50258,3
1416,50259,47
1417,50260,7
1418,50261,7
1419,50263,21
1420,50265,48
1421,50266,10
1422,50269,7
1423,50270,26
1424,50272,40
1425,50274,6
1426,50275,4
1427,50276,10
1428,50277,6
1429,50279,6
1430,50280,43
1431,50281,10
1432,50282,22
1433,50283,4
1434,50284,49
1435,50289,53
1436,50290,20
1437,50292,24
1438,50293,22
1439,50294,35
1440,50295,25
1441,50296,4
1442,50297,53
1443,50298,29
1444,50301,22
1445,50302,9
1446,50304,45
1447,50306,42
1448,50307,9
1449,50308,4
1450,50310,39
1451,50311,39
1452,50312,36
1453,50313,48
1454,50314,30
1455,50315,13
1456,50316,8
1457,50321,30
1458,50322,41
1459,50658,3
1460,50661,31
1461,50662,24
1462,50663,56
1463,50664,41
1464,50667,6
1465,50668,47
1466,50669,10
1467,50671,16
1468,50672,55
1469,50673,26
1470,50675,37
1471,50676,39
1472,50677,3
1473,50678,16
1474,50680,5
1475,50681,28
1476,50682,35
1477,50683,56
1478,50684,6
1479,50685,10
1480,50686,4
1481,50687,20
1482,50688,44
1483,50689,45
1484,50693,44
1485,50694,53
1486,50696,37
1487,50697,7
1488,50698,20
1489,50699,28
1490,50700,3
1491,50701,6
1492,50702,23
1493,50703,46
1494,50704,10
1495,50705,8
1496,50706,12
1497,50707,8
1498,50708,7
1499,50711,3
1500,50712,41
1501,50713,3
1502,50715,5
1503,50716,44
1504,50720,24
1505,50721,8
1506,50722,43
1507,50723,3
1508,50724,20
1509,50725,9
1510,50726,39
1511,50727,50
1512,50728,30
1513,50733,5
1514,50735,4
1515,50736,8
1516,50737,5
1517,50738,49
1518,50739,6
1519,50740,6
1520,50742,3
1521,50743,20
1522,50744,9
1523,50745,31
1524,50746,10
1525,50747,40
1526,50748,44
1527,50749,24
1528,50750,7
1529,50751,7
1530,50753,27
1531,50754,6
1532,50755,3
1533,50756,36
1534,50757,3
1535,50758,9
1536,51081,51
1537,51083,21
1538,51084,27
1539,51085,25
1540,51088,35
1541,51089,42
1542,51090,66
1543,51091,17
1544,51092,49
1545,51094,7
1546,51095,6
1547,51096,35
1548,51099,8
1549,51100,31
1550,51101,43
1551,51102,34
1552,51103,4
1553,51104,51
1554,51105,29
1555,51106,36
1556,51108,52
1557,51109,51
1558,51110,20
1559,51111,35
1560,51112,31
1561,51113,19
1562,51116,23
1563,51117,24
1564,51120,67
1565,51121,53
1566,51122,34
1567,51123,53
1568,51124,45
1569,51126,33
1570,51127,32
1571,51128,5
1572,51129,9
1573,51130,40
1574,51131,60
1575,51132,34
1576,51134,11
1577,51135,6
1578,51137,30
1579,51138,21
1580,51139,9
1581,51140,50
1582,51141,3
1583,51142,3
1584,51143,50
1585,51144,21
1586,51145,14
1587,51146,25
1588,51147,50
1589,51148,44
1590,51149,11
1591,51150,35
1592,51151,50
1593,51152,12
1594,51153,35
1595,51154,49
1596,51155,26
1597,51156,7
1598,51157,57
1599,51158,7
1600,51159,3
1601,51160,71
1602,51161,13
1603,51164,8
1604,51165,4
1605,51168,34
1606,51169,46
1607,51170,7
1608,51171,5
1609,51172,5
1610,51173,6
1611,51178,3
1612,51179,4
1613,51180,5
1614,51181,4
1615,51184,4
1616,51185,3
1617,51189,3
1618,51190,3
1619,51191,4
1620,51194,3
1621,51195,3
1622,51196,5
1623,51197,4
1624,51198,3
1625,51199,4
1626,51203,3
1627,51205,4
1628,51206,4
1629,51207,4
1630,51209,4
1631,51212,5
1632,51214,3
1633,51216,5
1634,51217,4
1635,51219,5
1636,51221,3
1637,51223,4
1638,51225,3
1639,51227,3
1640,51228,5
1641,51230,4
1642,51237,4
1643,51241,3
1644,51242,3
1645,51243,3
1646,51244,4
1647,51245,3
1648,51246,4
1649,51247,3
1650,51249,3
1651,51250,4
1652,51252,3
1653,51254,4
1654,51255,3
1655,51259,5
1656,51260,3
1657,51262,4
1658,51263,4
1659,51264,5
1660,51265,4
1661,51267,6
1662,51269,4
1663,51270,3
1664,51271,4
1665,51274,3
1666,51275,3
1667,51276,3
1668,51278,3
1669,51282,4
1670,51283,3
1671,51286,4
1672,51287,3
1673,51288,3
1674,51291,3
1675,51294,3
1676,51297,4
1677,51298,3
1678,51303,3
1679,51306,3
1680,51307,4
1681,51308,5
1682,51309,4
1683,51311,3
1684,51312,4
1685,51314,3
1686,51315,4
1687,51316,3
1688,51317,3
1689,51318,4
1690,51319,3
1691,51325,4
1692,51327,4
1693,51329,4
1694,51333,3
1695,51336,3
1696,51339,4
1697,51341,4
1698,51343,3
1699,51344,5
1700,51345,4
1701,51346,4
1702,51347,3
1703,51349,4
1704,51350,3
1705,51352,4
1706,51353,4
1707,51355,3
1708,51356,3
1709,51357,3
1710,51358,4
1711,51359,5
1712,51360,4
1713,51361,4
1714,51362,4
1715,51363,3
1716,51365,4
1717,51369,3
1718,51370,6
1719,51371,4
1720,51379,4
1721,51380,4
1722,51384,5
1723,51385,5
1724,51386,3
1725,51387,4
1726,51389,3
1727,51391,3
1728,51392,4
1729,51396,3
1730,51397,3
1731,51399,3
1732,51404,4
1733,51406,3
1734,51407,4
1735,51408,4
1736,51409,3
1737,51410,3
1738,51411,5
1739,51412,3
1740,51414,3
1741,51415,4
1742,51417,4
1743,51418,4
1744,51419,3
1745,51420,5
1746,51422,3
1747,51423,4
1748,51424,3
1749,51427,3
1750,51428,3
1751,51430,3
1752,51431,5
1753,51435,4
1754,51437,5
1755,51439,4
1756,51442,4
1757,51443,3
1758,51444,3
1759,51445,3
1760,51447,3
1761,51448,3
1762,51452,3
1763,51453,4
1764,51454,4
1765,51458,3
1766,51459,3
1767,51460,3
1768,51461,3
1769,51465,3
1770,51466,3
1771,51467,4
1772,51469,5
1773,51472,3
1774,51473,4
1775,51475,4
1776,51478,4
1777,51479,4
1778,51480,3
1779,51482,3
1780,51483,4
1781,51485,3
1782,51486,4
1783,51487,4
1784,51488,5
1785,51489,4
1786,51490,4
1787,51493,6
1788,51495,3
1789,51497,4
1790,51500,4
1791,51502,5
1792,51506,4
1793,51509,4
1794,51511,3
1795,51512,5
1796,51513,3
1797,51514,3
1798,51517,3
1799,51518,4
1800,51520,3
1801,51523,4
1802,51524,4
1803,51528,3
1804,51529,4
1805,51531,4
1806,51534,3
1807,51539,3
1808,51541,3
1809,51543,4
1810,51546,4
1811,51548,4
1812,51549,4
1813,51551,4
1814,51552,3
1815,51553,4
1816,51554,4
1817,51555,7
1818,51558,4
1819,51559,4
1820,51561,3
1821,51563,4
1822,51565,3
1823,51566,3
1824,51567,3
1825,51569,4
1826,51578,5
1827,51579,4
1828,51580,3
1829,51581,5
1830,51582,4
1831,51586,4
1832,51587,3
1833,51588,4
1834,51589,3
1835,51590,4
1836,51594,3
1837,51595,3
1838,51597,3
1839,51605,4
1840,51609,4
1841,51610,3
1842,51611,4
1843,51612,4
1844,51613,3
1845,51616,4
1846,51617,5
1847,51620,4
1848,51622,3
1849,51623,5
1850,51624,3
1851,51625,3
1852,51627,3
1853,51629,3
1854,51630,3
1855,51635,4
1856,51637,3
1857,51639,4
1858,51642,3
1859,51645,4
1860,51647,3
1861,51648,3
1862,51649,3
1863,51652,5
1864,51654,4
1865,51660,4
1866,51661,4
1867,51663,4
1868,51664,4
1869,51666,3
1870,51670,3
